ID,Member_ID,Customer_ID,Service_ID,Branch_ID,Date_ID,Channel,Action,Severity
2553,314,11579,58,34,33727,In Person,Complaint,10
2554,628,37237,36,6,11882,Online,Complaint,6
2555,617,21315,1,26,5919,In Person,Feedback,6
2556,484,30,51,30,8107,Phone,Complaint,6
2557,780,16781,90,40,33241,In Person,Inquiry,2
2558,777,8762,99,49,10815,In Person,Complaint,5
2559,987,40232,60,15,48865,Online,Feedback,4
2560,971,25309,52,40,26658,In Person,Feedback,9
2561,562,32978,38,33,42771,Phone,Inquiry,9
2562,734,18448,86,50,20151,Online,Inquiry,3
2563,171,15107,66,1,47989,Phone,Inquiry,6
2564,674,6449,36,37,48793,In Person,Feedback,10
2565,630,41986,32,16,45108,In Person,Feedback,2
2566,400,28246,70,22,42307,Phone,Feedback,4
2567,826,32624,66,19,40297,Phone,Feedback,2
2568,217,19563,3,7,46865,Phone,Complaint,6
2569,703,27798,47,21,480,In Person,Inquiry,9
2570,649,13024,71,40,38132,Phone,Complaint,3
2571,879,9670,42,17,29776,Phone,Complaint,2
2572,789,18032,66,8,26272,Phone,Feedback,8
2573,691,29254,94,44,48122,Phone,Inquiry,7
2574,167,5320,68,43,20978,In Person,Inquiry,8
2575,648,36405,94,20,2562,Phone,Complaint,9
2576,271,27494,94,41,27608,In Person,Inquiry,4
2577,741,25065,89,29,48731,In Person,Complaint,10
2578,727,19540,41,30,13974,In Person,Inquiry,4
2579,837,31871,68,31,19557,Online,Complaint,1
2580,420,7117,86,51,25279,In Person,Complaint,2
2581,549,40110,44,33,11305,Phone,Inquiry,7
2582,856,44892,26,12,13177,In Person,Complaint,9
2583,592,30,53,8,44945,In Person,Inquiry,5
2584,841,27389,84,45,39558,Online,Complaint,6
2585,542,12163,74,27,907,In Person,Feedback,9
2586,931,43543,23,53,5294,In Person,Complaint,8
2587,423,15899,58,5,15557,Phone,Complaint,4
2588,2,41084,25,7,14366,Phone,Complaint,4
2589,520,23680,40,24,1509,In Person,Complaint,2
2590,269,6199,20,21,44998,Phone,Feedback,4
2591,828,29758,99,17,8312,Phone,Inquiry,1
2592,942,9448,88,3,43254,Phone,Complaint,7
2593,404,617,23,2,13571,In Person,Feedback,10
2594,496,33240,75,4,44914,Online,Feedback,4
2595,537,24818,44,4,15621,In Person,Feedback,2
2596,979,14477,97,26,639,Online,Complaint,3
2597,449,5905,26,12,11942,Phone,Complaint,2
2598,8,9886,54,21,18796,Phone,Complaint,3
2599,364,9188,72,12,49572,In Person,Feedback,3
2600,647,43845,63,2,39354,Online,Complaint,2
2601,177,43464,65,26,17222,Online,Feedback,1
2602,418,20809,38,24,47319,In Person,Feedback,1
2603,800,15207,94,15,29631,Phone,Complaint,5
2604,548,39863,79,32,30928,Phone,Feedback,7
2605,31,42023,51,30,20634,Online,Inquiry,9
2606,699,33404,64,51,21601,Phone,Inquiry,10
2607,679,34884,55,39,7466,In Person,Inquiry,10
2608,398,43193,23,50,44507,In Person,Inquiry,8
2609,251,18651,33,30,6474,In Person,Feedback,10
2610,302,34760,17,47,39231,Phone,Inquiry,1
2611,269,39211,76,4,37077,Online,Inquiry,4
2612,329,21071,69,28,36203,In Person,Feedback,5
2613,22,27517,16,49,38236,Online,Feedback,1
2614,386,31073,70,6,6745,In Person,Complaint,1
2615,675,29122,54,10,49880,In Person,Complaint,2
2616,872,44330,26,41,12607,Online,Feedback,4
2617,603,34032,46,21,41046,In Person,Complaint,2
2618,248,27424,52,3,11717,Online,Inquiry,9
2619,255,19645,46,7,24813,In Person,Feedback,1
2620,557,4615,33,20,8962,Phone,Complaint,10
2621,577,45203,74,9,20877,Phone,Complaint,5
2622,385,20161,17,37,6983,Online,Inquiry,1
2623,4,21625,1,14,37268,Phone,Complaint,1
2624,454,9450,12,1,47320,Phone,Feedback,8
2625,277,21308,52,11,32409,Online,Feedback,1
2626,419,42020,17,12,18549,In Person,Inquiry,9
2627,947,11346,35,47,33665,Phone,Feedback,9
2628,596,13513,65,40,47391,Online,Feedback,10
2629,788,14026,49,6,4123,Online,Complaint,2
2630,690,5084,34,52,49186,In Person,Inquiry,1
2631,767,24241,81,27,16616,In Person,Feedback,4
2632,186,20885,80,37,43822,Phone,Feedback,4
2633,634,41055,5,16,9363,Online,Complaint,8
2634,563,23598,26,33,14705,In Person,Complaint,4
2635,651,41493,88,48,29607,In Person,Feedback,5
2636,934,41695,27,31,7105,Online,Complaint,1
2637,104,2948,87,41,12206,Online,Feedback,4
2638,674,12442,95,17,45565,In Person,Inquiry,7
2639,525,9315,31,7,6401,Online,Feedback,4
2640,233,28790,30,33,5746,Online,Feedback,5
2641,828,28855,39,24,13160,In Person,Complaint,9
2642,210,36670,97,42,15202,Online,Complaint,1
2643,237,2293,4,6,7504,Online,Inquiry,3
2644,141,30969,70,37,25572,In Person,Feedback,10
2645,950,8329,40,2,36616,In Person,Complaint,10
2646,763,5836,49,50,40896,In Person,Feedback,9
2647,534,37811,73,18,40695,In Person,Inquiry,1
2648,145,14346,24,27,27152,In Person,Feedback,4
2649,810,44274,84,13,1885,In Person,Complaint,6
2650,115,13636,81,40,48410,Phone,Inquiry,4
2651,149,42702,62,36,46679,In Person,Complaint,2
2652,913,44709,15,47,6355,Phone,Feedback,6
2653,381,6958,28,11,972,Online,Complaint,2
2654,323,15402,97,36,1036,Online,Feedback,6
2655,790,12069,39,26,47206,Phone,Complaint,4
2656,37,5899,30,37,3191,Online,Complaint,7
2657,493,38536,10,1,30478,Phone,Complaint,8
2658,718,1494,5,23,28481,Phone,Complaint,7
2659,319,37686,10,49,17970,Phone,Feedback,5
2660,412,23573,73,14,49206,Online,Complaint,9
2661,472,19048,72,4,13122,In Person,Complaint,6
2662,526,6362,94,42,34549,Online,Complaint,1
2663,204,33006,93,5,40239,In Person,Inquiry,9
2664,620,11284,52,17,32236,Phone,Inquiry,7
2665,483,27462,69,44,38438,Phone,Feedback,6
2666,990,11149,18,34,23299,Online,Complaint,2
2667,50,32617,57,11,6119,In Person,Complaint,8
2668,634,11782,99,19,24866,In Person,Complaint,9
2669,814,19030,35,40,38080,Online,Feedback,10
2670,927,10937,10,32,32552,Online,Feedback,9
2671,929,37648,37,4,8927,In Person,Feedback,10
2672,79,31992,60,53,33878,Online,Complaint,9
2673,104,36421,46,3,4358,In Person,Complaint,7
2674,704,42452,6,12,41345,In Person,Inquiry,2
2675,974,30988,68,35,48084,Online,Inquiry,3
2676,793,1364,42,45,532,In Person,Inquiry,5
2677,859,41819,12,42,34154,In Person,Feedback,5
2678,14,41065,68,53,20894,In Person,Feedback,9
2679,429,22217,51,4,16886,Online,Inquiry,7
2680,909,41882,80,11,39145,In Person,Feedback,1
2681,8,43912,64,18,127,Phone,Feedback,6
2682,50,38251,97,45,4910,In Person,Feedback,10
2683,897,12393,49,38,28410,Online,Inquiry,9
2684,195,31323,98,46,28119,Phone,Complaint,7
2685,57,28330,67,47,36543,In Person,Complaint,6
2686,916,32,33,3,8254,Phone,Complaint,9
2687,931,31637,6,25,2129,Phone,Complaint,2
2688,339,44504,74,14,14683,In Person,Inquiry,4
2689,210,41700,89,23,1402,Online,Inquiry,6
2690,362,3271,38,27,21139,Online,Feedback,6
2691,175,41928,63,44,38504,Online,Inquiry,8
2692,957,31321,38,31,10969,Phone,Feedback,4
2693,36,40389,81,11,25337,Phone,Inquiry,7
2694,774,5170,0,50,38268,In Person,Inquiry,8
2695,743,44478,31,3,45629,Online,Feedback,6
2696,228,18173,26,21,13807,Online,Inquiry,6
2697,540,4637,26,24,37809,Phone,Inquiry,10
2698,483,44808,69,49,35485,Phone,Feedback,9
2699,583,35691,39,15,47978,Online,Feedback,1
2700,568,13880,59,45,22096,Phone,Complaint,7
2701,461,5373,48,1,39319,Online,Feedback,9
2702,901,11131,47,38,38523,Online,Inquiry,9
2703,977,4844,2,2,46236,In Person,Feedback,8
2704,125,7928,40,20,42770,In Person,Feedback,4
2705,875,10134,86,6,3659,Online,Feedback,10
2706,687,4818,6,22,26962,Online,Inquiry,10
2707,966,36660,97,52,35935,Phone,Feedback,4
2708,972,31092,27,46,7258,Online,Inquiry,2
2709,605,19459,29,38,25093,Online,Inquiry,5
2710,15,23424,4,30,29875,In Person,Complaint,2
2711,514,7750,71,25,3359,In Person,Inquiry,10
2712,907,38206,58,13,40241,Phone,Inquiry,6
2713,983,17278,76,21,17887,Online,Feedback,8
2714,870,40146,10,44,29804,Phone,Inquiry,5
2715,349,12495,26,43,7975,Online,Inquiry,1
2716,885,17248,76,14,10953,Online,Complaint,4
2717,922,40661,70,40,33396,Phone,Feedback,10
2718,569,9493,32,5,38953,Online,Complaint,8
2719,498,17059,79,39,23917,Online,Complaint,9
2720,605,192,10,1,36693,Phone,Inquiry,6
2721,136,24111,5,28,47992,Phone,Feedback,6
2722,384,8144,59,6,14497,Phone,Inquiry,4
2723,861,18506,57,53,19903,Phone,Inquiry,8
2724,190,12818,55,22,11755,Online,Complaint,10
2725,244,11626,50,43,18476,Phone,Complaint,2
2726,495,42218,25,50,26304,Phone,Complaint,3
2727,68,23051,74,50,37361,Phone,Feedback,6
2728,864,34641,61,42,22144,Phone,Complaint,4
2729,850,39790,80,20,47675,In Person,Feedback,7
2730,758,26104,93,8,32944,Online,Inquiry,5
2731,73,5399,54,29,3898,In Person,Complaint,2
2732,710,9864,21,34,17276,Phone,Complaint,3
2733,263,43568,55,22,45479,In Person,Inquiry,9
2734,911,10907,95,28,6677,In Person,Inquiry,10
2735,528,24551,51,5,33610,Phone,Feedback,8
2736,719,32969,65,11,47001,Phone,Feedback,5
2737,754,30003,62,11,38000,Online,Feedback,4
2738,307,21142,34,46,13614,Online,Feedback,6
2739,508,5209,55,2,7306,Phone,Feedback,5
2740,112,8461,30,45,1326,Online,Feedback,3
2741,675,24957,44,35,45638,In Person,Feedback,7
2742,55,8133,70,37,14601,Online,Complaint,10
2743,485,3685,98,43,12257,In Person,Inquiry,10
2744,709,37534,16,16,15268,In Person,Inquiry,9
2745,466,18269,8,1,49226,Online,Complaint,2
2746,214,12091,99,39,18740,Online,Feedback,10
2747,65,24616,36,44,40208,Online,Complaint,10
2748,812,8684,91,12,12638,Phone,Inquiry,2
2749,313,6550,43,27,3442,Phone,Inquiry,8
2750,821,3857,93,8,1725,In Person,Complaint,10
2751,130,29791,76,18,20472,Phone,Inquiry,8
2752,299,26444,63,5,13795,Online,Feedback,7
2753,133,19804,5,17,40796,In Person,Feedback,1
2754,925,34654,30,37,11714,Phone,Inquiry,9
2755,668,40699,37,45,20155,Online,Complaint,6
2756,337,19941,65,52,31496,In Person,Inquiry,5
2757,95,4955,33,6,34106,Online,Feedback,3
2758,75,17958,61,34,37293,Phone,Complaint,4
2759,369,6958,81,12,20285,In Person,Feedback,1
2760,841,11287,24,33,21351,Phone,Complaint,5
2761,161,39510,16,7,20359,Phone,Complaint,4
2762,534,9502,47,7,21437,Online,Complaint,5
2763,43,38708,66,3,6739,Online,Inquiry,6
2764,425,42764,54,3,35064,Online,Complaint,10
2765,458,11746,82,8,46536,Phone,Feedback,7
2766,85,6765,91,47,41264,Phone,Feedback,5
2767,821,15621,22,28,36408,In Person,Inquiry,4
2768,623,3849,63,36,20510,Online,Complaint,1
2769,778,8939,63,10,31370,Phone,Feedback,1
2770,201,9674,62,52,40818,Online,Complaint,10
2771,308,13063,24,35,38157,In Person,Feedback,9
2772,289,2854,8,34,29623,In Person,Complaint,10
2773,179,9850,32,48,36259,In Person,Inquiry,1
2774,654,41216,99,5,22690,In Person,Complaint,4
2775,535,23919,72,3,38102,In Person,Inquiry,4
2776,522,43054,20,45,38580,In Person,Inquiry,1
2777,586,17906,99,35,34136,In Person,Feedback,10
2778,192,44697,49,6,9551,Phone,Feedback,5
2779,811,43349,89,33,27179,Online,Complaint,2
2780,351,2004,10,26,38218,Online,Inquiry,2
2781,910,32126,28,42,22875,In Person,Complaint,2
2782,799,13496,67,43,48868,Phone,Feedback,4
2783,765,22702,42,22,28232,Phone,Complaint,8
2784,996,40737,72,37,9880,Phone,Feedback,9
2785,147,7062,56,12,37731,Phone,Feedback,1
2786,964,29966,67,38,24075,In Person,Complaint,10
2787,365,26382,79,42,41396,Online,Inquiry,8
2788,477,37512,6,26,20389,Online,Complaint,5
2789,701,27547,77,53,4373,Online,Complaint,10
2790,927,8161,4,41,7109,Phone,Complaint,1
2791,11,33319,23,8,43558,Online,Feedback,10
2792,975,15437,35,36,20860,Phone,Feedback,8
2793,75,22218,63,4,21430,In Person,Complaint,2
2794,699,43441,45,53,23986,Phone,Complaint,5
2795,346,31249,4,18,37688,In Person,Feedback,7
2796,14,25214,41,7,36296,Phone,Inquiry,9
2797,8,14609,0,6,39192,Online,Feedback,3
2798,473,4008,64,34,20346,Phone,Complaint,7
2799,754,16854,83,52,2481,In Person,Complaint,5
2800,379,24170,15,11,35483,Phone,Complaint,3
2801,35,8176,8,10,17509,Online,Inquiry,6
2802,885,32958,28,36,11,Online,Complaint,2
2803,748,2118,94,38,5466,Phone,Complaint,6
2804,241,30040,46,51,15277,In Person,Inquiry,9
2805,737,26126,80,21,28786,Online,Complaint,9
2806,808,5161,28,41,7700,Phone,Inquiry,1
2807,229,24441,1,14,33200,In Person,Complaint,1
2808,610,21825,29,15,41682,In Person,Complaint,8
2809,412,31337,13,2,14742,Online,Complaint,4
2810,884,27328,32,6,44385,In Person,Complaint,4
2811,989,22871,52,38,8419,In Person,Complaint,5
2812,449,15462,57,25,33739,Online,Complaint,5
2813,802,5865,72,39,46564,Phone,Complaint,5
2814,102,820,94,6,36279,Phone,Feedback,3
2815,574,10740,6,15,4111,In Person,Feedback,8
2816,795,12435,64,28,45246,Phone,Complaint,10
2817,827,29642,62,17,8973,Phone,Feedback,10
2818,388,573,99,47,42373,In Person,Feedback,8
2819,252,31238,78,35,47774,Online,Complaint,8
2820,199,28967,96,5,35217,In Person,Inquiry,3
2821,972,27090,19,37,42795,Phone,Complaint,9
2822,46,30726,53,17,48273,In Person,Inquiry,10
2823,932,3766,59,11,41238,Online,Feedback,4
2824,428,19900,30,39,15198,Phone,Complaint,8
2825,217,44587,12,44,20248,Online,Complaint,3
2826,391,22855,31,48,28029,Phone,Feedback,8
2827,243,7439,66,47,45384,Phone,Complaint,5
2828,277,30432,46,27,47902,Online,Inquiry,1
2829,900,41086,22,48,5702,Online,Feedback,1
2830,496,16985,32,25,37518,Phone,Complaint,4
2831,754,16338,61,24,36146,Online,Feedback,3
2832,673,20621,94,2,7751,Phone,Complaint,4
2833,826,21478,45,36,1229,Phone,Feedback,6
2834,572,10362,21,45,42208,Online,Inquiry,10
2835,271,28706,11,15,9137,Phone,Inquiry,7
2836,913,39399,33,19,14177,Online,Complaint,8
2837,923,31333,76,1,42891,In Person,Feedback,2
2838,926,39832,56,21,16290,Online,Inquiry,6
2839,75,22991,85,50,4348,In Person,Complaint,6
2840,55,36758,4,21,15288,Phone,Feedback,1
2841,594,3307,82,27,18983,Phone,Complaint,8
2842,541,40462,25,36,9969,Phone,Inquiry,10
2843,103,9975,16,20,29191,Phone,Feedback,7
2844,803,26166,78,21,40600,Online,Inquiry,10
2845,457,16452,25,50,6630,In Person,Complaint,2
2846,131,28933,29,46,49244,In Person,Feedback,4
2847,53,31595,13,53,14128,In Person,Feedback,2
2848,555,43542,20,53,4584,Online,Feedback,4
2849,518,6094,55,42,28978,Phone,Complaint,4
2850,506,27195,29,39,14528,Phone,Feedback,8
2851,938,41641,73,9,43955,Online,Complaint,9
2852,211,18640,80,16,24275,Online,Complaint,1
2853,528,34973,72,30,35440,In Person,Feedback,5
2854,736,28528,6,12,40455,In Person,Inquiry,10
2855,231,32325,98,22,43556,Online,Feedback,8
2856,223,2066,21,48,12277,Phone,Complaint,1
2857,778,19557,78,5,42633,Phone,Inquiry,1
2858,859,32147,4,53,21049,Phone,Complaint,6
2859,907,43671,18,6,10434,Phone,Feedback,8
2860,979,44882,63,5,47154,In Person,Inquiry,3
2861,423,23133,80,25,35697,Phone,Feedback,7
2862,89,10530,7,28,45445,Online,Feedback,6
2863,664,18636,30,47,34566,Online,Complaint,9
2864,579,7997,65,47,20901,Online,Inquiry,1
2865,455,38803,40,8,39545,In Person,Complaint,1
2866,463,30172,58,48,38251,In Person,Complaint,5
2867,292,23117,22,33,10757,Phone,Feedback,7
2868,501,13778,61,45,36613,Phone,Inquiry,5
2869,609,30364,14,14,49653,In Person,Feedback,8
2870,85,27878,38,1,31901,Phone,Feedback,3
2871,88,38071,61,52,7305,In Person,Complaint,7
2872,638,10017,75,23,27614,Online,Complaint,4
2873,715,16742,37,14,320,In Person,Inquiry,2
2874,423,7127,42,21,40639,Phone,Inquiry,4
2875,244,21931,45,49,30633,In Person,Complaint,5
2876,730,4598,58,14,47172,Online,Inquiry,8
2877,386,40986,85,49,35883,In Person,Complaint,3
2878,691,30380,19,44,9251,Online,Inquiry,10
2879,26,16049,95,53,18500,Online,Inquiry,5
2880,885,10497,4,48,16730,Phone,Complaint,1
2881,59,16631,38,48,24327,In Person,Inquiry,3
2882,457,26772,51,21,27390,Phone,Complaint,1
2883,924,27538,4,9,29033,Phone,Complaint,3
2884,594,31816,54,42,2755,Online,Inquiry,3
2885,783,9138,59,28,12997,In Person,Feedback,10
2886,666,16009,62,1,46508,Online,Inquiry,4
2887,192,17233,98,53,46195,Phone,Inquiry,4
2888,434,40282,27,3,1366,In Person,Inquiry,5
2889,391,42347,45,51,46683,In Person,Complaint,5
2890,99,44888,83,50,47294,Online,Feedback,10
2891,723,44337,7,22,19985,Online,Feedback,3
2892,821,911,37,22,15163,Online,Feedback,9
2893,832,41523,13,32,38124,Phone,Complaint,4
2894,552,1517,49,18,47038,Phone,Complaint,6
2895,361,13106,79,6,44376,In Person,Feedback,1
2896,412,20789,2,25,11122,Phone,Feedback,8
2897,979,4362,95,19,18626,In Person,Feedback,8
2898,880,10559,33,37,32882,In Person,Inquiry,4
2899,218,6327,4,20,30409,Online,Feedback,8
2900,984,7736,84,48,9413,In Person,Complaint,2
2901,702,44552,70,53,13513,Phone,Inquiry,9
2902,835,17218,3,53,25030,In Person,Complaint,8
2903,733,41165,87,28,14143,Phone,Complaint,10
2904,353,31149,10,4,17944,Online,Complaint,7
2905,429,1321,44,36,46089,In Person,Complaint,5
2906,155,31093,1,36,2238,Phone,Inquiry,7
2907,525,28865,57,6,4288,Online,Feedback,6
2908,481,5037,79,51,47059,Phone,Inquiry,1
2909,117,30774,21,46,46752,In Person,Feedback,9
2910,79,32743,66,21,46301,Phone,Complaint,10
2911,144,22737,91,31,37130,Online,Feedback,6
2912,468,31485,81,51,35155,In Person,Feedback,3
2913,443,42365,30,9,42704,In Person,Complaint,8
2914,562,36639,30,42,43481,Online,Feedback,7
2915,765,23231,59,25,14133,Phone,Inquiry,1
2916,306,21848,40,7,48311,Phone,Feedback,8
2917,374,38950,20,35,37190,In Person,Inquiry,3
2918,825,43535,66,28,25661,In Person,Feedback,8
2919,316,16939,39,29,40411,In Person,Inquiry,9
2920,731,3629,84,15,19024,Online,Complaint,1
2921,632,21876,8,43,987,Phone,Complaint,2
2922,61,38212,99,31,4028,Phone,Inquiry,8
2923,674,43547,61,22,35132,Phone,Feedback,10
2924,437,18452,40,20,5478,In Person,Feedback,1
2925,651,35180,94,1,22979,In Person,Complaint,1
2926,477,6945,31,27,9140,Online,Inquiry,4
2927,67,14840,71,51,49651,Phone,Complaint,8
2928,446,32553,74,50,39662,Online,Complaint,3
2929,313,39252,64,32,44459,In Person,Complaint,2
2930,864,30722,33,3,37324,In Person,Feedback,4
2931,444,31156,27,20,32064,Phone,Feedback,9
2932,316,43774,44,39,23221,Online,Complaint,7
2933,744,32176,57,28,21063,Phone,Feedback,7
2934,366,4914,51,13,3811,In Person,Inquiry,7
2935,872,1805,43,8,11707,In Person,Feedback,9
2936,422,41165,80,14,47312,Online,Inquiry,2
2937,854,25720,89,38,14448,Phone,Feedback,4
2938,447,14747,33,46,18075,In Person,Inquiry,2
2939,422,4903,15,26,4152,Phone,Complaint,8
2940,348,28450,8,16,44715,In Person,Complaint,6
2941,930,30237,88,26,49686,Online,Complaint,9
2942,310,44917,72,16,25,Phone,Feedback,4
2943,967,4619,13,41,27753,In Person,Inquiry,2
2944,617,30497,96,31,49279,Online,Complaint,8
2945,378,37681,45,37,41696,Online,Feedback,6
2946,426,8725,92,10,31351,Online,Inquiry,3
2947,135,1559,50,24,27743,Phone,Feedback,2
2948,905,26517,88,49,3248,Phone,Complaint,7
2949,681,45077,7,30,28122,In Person,Feedback,3
2950,14,42368,4,14,7512,Phone,Feedback,9
2951,974,7475,29,32,31051,In Person,Inquiry,8
2952,493,21252,31,14,32045,Phone,Complaint,1
2953,419,21603,58,20,9734,Online,Complaint,10
2954,113,38401,38,39,7666,In Person,Inquiry,4
2955,156,6439,13,10,11828,Phone,Complaint,6
2956,731,37086,7,48,31860,Phone,Feedback,9
2957,827,8984,88,35,14886,In Person,Inquiry,1
2958,133,19299,64,15,44244,Phone,Complaint,8
2959,126,33047,73,8,39433,Online,Feedback,9
2960,214,14698,58,42,27596,In Person,Inquiry,4
2961,830,30928,11,51,29424,Phone,Complaint,2
2962,777,39055,44,9,11385,Online,Complaint,8
2963,693,11030,58,48,29156,Phone,Inquiry,1
2964,614,37812,40,25,3279,Online,Feedback,7
2965,817,22814,42,3,44563,In Person,Inquiry,5
2966,227,10436,37,31,29272,In Person,Feedback,6
2967,495,12067,54,37,41410,Phone,Feedback,6
2968,84,7482,49,9,38715,Online,Inquiry,2
2969,246,9614,53,30,41383,Online,Feedback,2
2970,93,38474,58,42,27855,Online,Feedback,1
2971,991,29577,41,8,1418,Phone,Inquiry,8
2972,504,34725,75,17,14629,Online,Inquiry,6
2973,16,41237,52,9,2245,Phone,Feedback,9
2974,669,27842,65,14,48055,In Person,Complaint,4
2975,983,5145,7,53,30605,Online,Feedback,3
2976,192,13769,70,27,26038,Phone,Inquiry,10
2977,86,24261,87,31,5431,Online,Inquiry,1
2978,448,43197,83,36,33307,In Person,Feedback,6
2979,307,32912,11,37,40067,In Person,Complaint,9
2980,872,31480,31,13,25851,Phone,Inquiry,9
2981,977,8121,45,42,14444,In Person,Inquiry,6
2982,279,28599,39,36,15576,Online,Complaint,3
2983,224,20020,75,8,46813,In Person,Inquiry,2
2984,754,14574,21,51,5032,In Person,Feedback,2
2985,620,11490,93,41,29244,Phone,Complaint,6
2986,645,14237,82,19,46070,Online,Feedback,6
2987,947,42862,12,24,2168,Online,Feedback,2
2988,519,43390,60,4,45585,In Person,Inquiry,8
2989,371,35437,17,15,38065,Online,Feedback,7
2990,663,34739,33,53,18521,Phone,Inquiry,1
2991,475,10092,18,3,5637,In Person,Feedback,9
2992,254,22350,77,6,46942,Phone,Feedback,3
2993,678,5332,65,6,48351,Online,Inquiry,6
2994,538,33199,75,18,24846,Phone,Inquiry,2
2995,15,40349,52,21,48708,Online,Complaint,3
2996,233,1129,6,11,47931,In Person,Complaint,1
2997,642,37316,46,19,17857,Online,Complaint,2
2998,445,42167,75,15,17456,In Person,Feedback,3
2999,333,22758,52,10,36150,Online,Feedback,4
3000,790,11,44,3,26937,Phone,Feedback,5
3001,395,7082,66,45,16119,Online,Feedback,4
3002,609,3282,41,32,2646,In Person,Complaint,5
3003,783,452,52,23,29058,Phone,Feedback,7
3004,280,13845,96,31,41838,Online,Feedback,9
3005,71,35084,1,9,20370,In Person,Feedback,1
3006,941,8335,51,52,36534,Phone,Complaint,5
3007,778,2819,70,27,26022,Online,Complaint,7
3008,777,5474,22,28,30940,In Person,Complaint,2
3009,340,5926,7,18,23840,Online,Inquiry,9
3010,634,5140,44,20,33401,In Person,Feedback,1
3011,688,3946,31,17,17748,In Person,Feedback,3
3012,891,37485,69,19,15980,In Person,Feedback,3
3013,866,17045,54,23,19139,Phone,Feedback,5
3014,775,44795,96,26,38955,In Person,Complaint,1
3015,301,21516,60,25,43443,Online,Complaint,4
3016,595,22687,32,38,38084,Phone,Feedback,7
3017,40,12634,93,22,437,Phone,Feedback,6
3018,974,27720,46,10,21023,Phone,Complaint,9
3019,172,29996,2,8,14946,Phone,Feedback,9
3020,262,6440,10,43,12754,Phone,Complaint,8
3021,4,38226,49,6,48666,In Person,Complaint,3
3022,242,27408,31,28,14078,Online,Feedback,10
3023,732,5584,14,26,47052,Phone,Complaint,7
3024,435,22249,17,20,37749,Online,Inquiry,7
3025,897,14501,56,2,44286,In Person,Inquiry,9
3026,987,24912,78,33,18712,Phone,Feedback,2
3027,534,37603,81,2,22037,Online,Inquiry,8
3028,282,42036,95,18,3352,Phone,Feedback,3
3029,300,40851,54,19,48542,In Person,Inquiry,3
3030,208,30902,57,2,38713,Online,Feedback,7
3031,577,25484,18,7,39619,Phone,Complaint,2
3032,581,16135,31,48,48043,Phone,Complaint,7
3033,37,11308,28,10,9903,In Person,Inquiry,7
3034,853,8215,1,33,49623,Phone,Feedback,8
3035,734,20928,82,16,17225,Phone,Inquiry,6
3036,149,8482,78,19,33464,Phone,Complaint,3
3037,464,26130,28,39,29989,Online,Complaint,7
3038,388,33427,84,16,14277,Online,Complaint,5
3039,872,42339,18,1,1282,Phone,Feedback,6
3040,815,25869,96,35,4862,In Person,Complaint,4
3041,543,44983,51,44,23027,Phone,Inquiry,3
3042,983,34636,63,42,32869,In Person,Complaint,10
3043,170,32993,72,5,13592,Phone,Complaint,3
3044,956,27727,60,35,45152,Phone,Inquiry,2
3045,394,43777,60,6,30268,Phone,Inquiry,6
3046,976,42824,21,29,20057,Online,Complaint,1
3047,36,20600,36,42,14525,Phone,Inquiry,6
3048,315,34814,71,45,16857,Online,Complaint,10
3049,915,2886,59,8,826,Phone,Feedback,8
3050,418,40521,2,51,13167,In Person,Inquiry,9
3051,372,9152,77,40,8776,Online,Feedback,1
3052,16,177,69,46,15759,Phone,Complaint,7
3053,470,39454,94,33,9877,Online,Feedback,1
3054,811,4359,29,46,37868,In Person,Inquiry,4
3055,574,43763,12,27,49002,Online,Inquiry,2
3056,962,21964,47,31,42927,Online,Feedback,5
3057,404,40213,74,6,41023,Online,Inquiry,9
3058,187,39168,73,18,8947,Online,Inquiry,1
3059,965,25601,17,26,28539,Online,Complaint,4
3060,46,26368,79,6,3298,In Person,Inquiry,6
3061,970,30726,32,39,49454,In Person,Feedback,6
3062,379,1282,56,24,35348,Phone,Feedback,3
3063,195,25244,44,35,7243,In Person,Complaint,3
3064,812,33188,93,14,16343,Phone,Feedback,10
3065,123,37610,24,34,23410,Online,Complaint,7
3066,592,710,66,18,45364,In Person,Complaint,1
3067,221,29046,86,53,28889,In Person,Feedback,4
3068,116,36981,63,25,14180,Online,Inquiry,5
3069,54,9024,8,35,47036,Phone,Complaint,3
3070,395,29690,10,51,2961,Phone,Feedback,3
3071,368,29084,70,51,27658,Phone,Feedback,6
3072,643,33173,48,52,20535,In Person,Feedback,4
3073,661,36621,19,9,49433,In Person,Feedback,5
3074,455,32252,31,33,7528,Online,Inquiry,10
3075,114,17415,93,5,29542,Online,Complaint,5
3076,867,2332,93,20,46488,In Person,Feedback,6
3077,532,8096,78,18,3124,Online,Feedback,9
3078,63,44071,46,22,37050,Phone,Inquiry,9
3079,453,7894,89,28,39131,Online,Complaint,5
3080,430,9566,4,14,41984,Online,Inquiry,6
3081,482,18948,44,19,40402,Phone,Inquiry,10
3082,896,15570,27,41,47543,Phone,Complaint,6
3083,730,40609,72,45,41013,In Person,Feedback,6
3084,131,16930,85,26,45449,Online,Inquiry,2
3085,240,28397,11,20,35303,Online,Inquiry,10
3086,67,5717,7,25,20008,Online,Complaint,7
3087,110,20552,62,16,3325,Phone,Inquiry,1
3088,419,2344,79,44,38387,Online,Inquiry,1
3089,928,9319,41,27,35486,In Person,Inquiry,6
3090,974,27200,94,27,8566,Online,Inquiry,6
